is_spam,comment
0,"Ko đoc truyện chữ thì ngậm mồm vào , ngoại cái đầu b ấy , đọc truyện tranh thì skip it thôi"
0,Hóng chap mới quá đi ad là số một
0,Làm nhục Tô Nhan??? Thằng đó ấy ấy Tô Nhan rùi à mà làm nhục
0,"t nghe ai đọc truyện chữ nói thế, chứ truyện tranh thì ko có nhé"
0,"Ko thấy nó bảo nói năng làm nhục bị tô nhan giáo huấn à, có mỗi a khai đc thịt thôi"
0,"Hừ tô nhan bị nó chịch rồi mới chịch đc có 1 lần nhưng mê mẩn mũ bướm tô nhan nên mới đòi cưới đó, tô nhan bị nó hiếp xong lúc nó hiếp xong lợi dụng nó đang ngủ ko phòng bị tô nhan mới xuống tay với nó nhưng chỉ làm nó gãy xương chứ ko dám giết , chắc đc nó chịch cho cái sướng nên mới ko nỡ giết chỉ đánh cái phát để thể hiện ra ko đồng ý cho chịch thôi"
0,Ông lại cứ thế ý là nó như kiểu có ý đồ á
0,làm nhục ở đây là ức hiếp và bôi nhọ thanh danh thôi
0,khí linh hóa BB lm lộ hết bản chất bao năm xa vk của DK kkkk sau này hóa loli lm cho Phiến Khinh La ghen tưởng bao năm xa nhà thế là có con gái bên ngoài vs Chúc Tình thế là đóng cửa phòng ko cho vô
0,Do thg khai nó chọc chứ ai 
0,"main khá độc đoán, còn 'ăn' con nhà ngta xong phủi đít bỏ đi. vợ thì vẫn lắm còn bày đặt thanh cao"
0,"Tình 1 đêm thôi, con kia nó mà đi theo thì main vẫn ok nhưng nó tự bỏ thì kệ mẹ nó chứ kêu main cl, nhiều đứa muốn mà ko ns ra thì main cx đéo lmj đc"
0,:P cho hỏi cái thời gian trong truyện sao nhanh quá 1 tháng rồi mấy tháng có khi mấy năm main đi chu du vào vài nơi rồi ra ngoài cái qua 1 nắm lun mà không có gì khác ảo thế câu truyện thời gian nhanh dã man mà hay thật cảm ơn tác giả truyện rất hay
0,"Tìm truyện:main chết xong gặp được ông thần,ông thần thấy tôi nên cho 1 hay 3 điều ước gì đó,sau đó thằng đó ước được làm nông dân .
ae làm ơn giúp mik nhé!!! Thanks "
0,cho hỏi có phải nó ước thành nông dân xong có thêm cái nông cụ vạn năng và thân thể khỏe mạnh ko nếu thế thì tui bt đấy
0,"Hình như là ""Cuộc sống thong dong ở dị thế giới"""
0,"Isekai nonbiri nouka
Không biết có phải bộ này ko"
0,Nghe có vẻ giống
0,CUỘC SỐNG THONG DONG Ở DỊ THẾ GIỚI
0,Cảm ơn mấy bạn!!!
0,Coi mà cứ thấy cha khai này cơ duyên hơi nhiều :))
0,Main mà phải thế thôi mới là logic của manga/anime cái gì tốt cho main hết thế đó xong
0,"map 1 nhận huyết nô , có sen 7 màu , có huyết dịch của ma vương, map 2 luyện đc diệt thế ma nhãn trở thành chủ của ma tộc :)) map 3 mới vô làm bạn vs hư vương 3, đc cho tinh đế lệnh , bạn thiếu gia của thương hội , phịch con của thương hội và đặt biệt bạn của tinh không đại đế :))"
0,Con cưng tác giả mà đi tới đâu cơ duyên ở đó
0,nghịch thiên mà từ map đầu tiên đã đc tác giả buff ngay cho cái Ôn Thần Liên thì chả bá Ôn Thần Liên là 1 trong 2 Tịnh Đế Song Sinh Liên tác dụng hơn cửu phẩm khai thiên ở map mặc chi chiến trường trong truyện chữ mãi hơn 5k chap thì chả bá vcl có sẵn đồ bá ở map cuối ngay từ map đầu kiểu như tân thủ chơi đồ cuối game thì chả mạnh
0,từ đây qua đọc truyện chứ là chap bn nhỉ mn ơi
0,4235 trong thần điêu đại hiệp chương như lai thần chưởng nha bạn
0,Dk thả 1 đứa đủ diệt rồi pay môn :))
0,"Ờ xém tí quên mất lúc trc a Khai chọc vào ổ cương thi vạn năm gì đó, mà truyện tranh cx chỉ lướt qua k nhắc lại nên quên béng đi. Khúc đó còn tưởng nó thả nguyên bầy ra quẩy nát u ám tinh tìm A Khai cơ :v bây h vẫn là bọn nó à các đạo hữu?"
0,Lúc trước vô tình lấy các vạn tải hàng ngọc đấy với cục đá màu vàng í thả thi khí bh tụi thi nhân đấy tu luyện mạnh vl nhưng gặp a khai cx ngỏm á. Khó đối phó chỉ có thằng trùng đế gì đấy thôi.
0,Đúng rồi lúc đó ku khai lấy viên bảo thạch đi  nên 4 con thi vương liền bế quan lên hư vương nên ko cho lính tìm ku khai giờ lên cấp rồi nên quẩy đó
0,"Bên mk có lập 1 nhóm mang tên ""Great Vocals"" nhóm hoạt động trên zalo ạ .Cần những bạn yêu thích nhạc nè dở hay thế nào đều ok hết lun nhó có thể buôn chuyện he
Yêu cầu: Trên 2k9 và dưới 2k
Ai muốn thì Vô link này nha


https://zalo.me/g/izescv043"
0,"Khi đôi môi em còn đỏ mọng, em muốn nói đỵt moẹ ysl 🎶🥺"
0,hạ ngưng thường là nhỏ tóc vàng đúng ko ae đọc xa quá quên mẹ nó luôn
0,Bạn ko đọc bạn chỉ coi :)) hình chứ trong chap 1414 có đọn kêu tốc  vàng là thu tỷ tỷ ấy :V
0,M đọc kỹ chap này đi
0,"là em đeo mạng che mặt ấy, còn em tóc vàng là thu ức mộng :))"
1,rồi đụ đĩ mẹ a bạn luôn
0,Cuối cùng mục đích của thằng main là gì ???
0,đỉnh cao võ đạo . và đỉnh cao chịch dạo 
0,Trở thành tuyệt thế võ đạo đó bro. Mà võ đạo thì phải cần cơ duyên. Mà muốn có cơ duyên thì phải drama...
0,
0,Thằng già kia chán sống rồi
0,"Rác lâu ngày bốc mùi rồi , dọn thôi :))"
0,1 trong những truyện tranh Khựa hiếm hoi hơn 1K5 chap. vl
0,Lão mà tức thì đừng nhờn:)) lão hư vương còn dám đánh
0,Chặp thằng già bắn lén died chắc T cười chết quá
0,Tìm vk xong rồi có lạc nữa ko thế mấy lần rồi
0,Chắc thêm 2 3 lần nữa cho nó nó dài bộ truyện quá
0,ơ đệt (pics cuối)  sao có hằng ngu ở đây thế nhỉ
0,Đợi trước mới vượt ải 2* đợt này về quét lại cho đủ 3*
0,:))))))
0,:))
0,Lần này vét máng luôn 😂😂
0,Hiểu thằng già kia rồi chứ
0,"Dọn xong cái đống rác hư vương trên u ám tinh thì mất tầm bao nhiêu chap nữa đây, haizz "
0,Mé tác giả vừa ngủ vừa vẽ à. Khúc to nhan thấy cây kiếm chân thì ra tay tay thì ra chân. Nhưng ko sao ra truyện nhanh là được ko cần đẹp hay là được
0,1 thàng phản hư đi đánh thàng hư vương
0,rồi kiểu gì chẳng không còn tồn tại mà cứ 
0,Dương Khai và hành trình đi tìm vợ End
0,Tìm vợ xong rồi giờ đi tán gái tiếp
0,đéo logic tý nào . đéo có chiến thuyền hư vương cấp thì lấy đâu tk hư vương nào đến đc u ám tinh
0,"Đọc đi rồi, là cái đám thay ma trong thi huyệt . Thằng khai nó lấy viên đá đi lộ ra âm tuyền giúp tụi thây ma đó tu luyện nhục thân ngang với hư vương cấp , chỉ là nhục thân thôi chứ công lực vẫn là phản hư đỉnh phong ."
0,lại phải quét lại map này r
0,Mé bà thái thượng nói làm nhục tô nhan gây hiểm lầm vc
0,Clm đọc truyện chữ combat ầm đùng đỉnh cao lắm mà sao truyện chữ nhạt nhẽo quá
0,Ghi lộn kìa
0,Ngày 3 chap đòi hỏi lắm thế
0,???
0,tìm truyện. main lúc bé đi máy bay cùng bố mẹ. gặp tai nạn máy bay may mắn sống sốt. và phải sinh tồn nơi có chiến tranh hết sức ác liệt. tình cờ cứu dc 1 sỹ quan nc mình và từ đó gia nhập quân đội. tới năm 19 tuổi thì trở về nước do đã tìm thấy ng thân là ông nội và e gái. nơi đây a bắt đầu tìm thấy hơi ấm gia đình. đi học cùng e gái. phát hiện e gái bị bắt nạt thậm tệ và ra tay trừng trị
0,BẠN HỌC CỦA TÔI LÀ LÍNH ĐÁNH THUÊ
0,Bạn tui là lính đánh thuê
0,ông quỷ vương bao giờ mới đến làm thái thượng trưởng lão cho dương khai nhỉ 
0,Xong vụ u ám tính này thì DK đi ra khỏi U ám tinh lần nữa mới gặp lại ổng
0,"Tìm truyện :main nhặt được 1 con mèo, con mèo liếm máu của main rồi trở thành người"
0,Dm trong truyện Lưu Viêm tóc đỏ  toàn thân váy đỏ mà
0,tin tao đi tao là nhà tiên tri đọc đến đây chắc chắn sẽ có vài người lấy tay che mụn của con tóc tím để xem thử nhan sắc của con nhỏ đó 
0,Lại chọc chó rồi
1,Truyện này có NTR nặng nha
1,Y đúc t địt cho tung lồn con con mẹ mày với chị mày đó
0,Xàm lol
1,Ta và ban chủ tạc thiên ban ( Từ Khuyết ) có 1 chúc tranh luận và ko may do lờ nói ko hợp nhau nên đã có 1 cuộc ẩu đả nọi dung như sau ta địch em hắng và vợ hắng cho nên hắng đang truy lùng ta trên mội mặt chặng nhằm mục đích thọt ta lại vì lúc đó ta chưa đủ thực lực để khô máu hắng mà bây h ta đã đủ và ta muốn gưởi lời tiên chiến vs hắng nếu ai gặp hắn ở đâu thì xin thông báo vs hắng rằng ta chắp hắng 1 tai và nế (Từ khuyết) có đọc đc cái nầy thì cẩn thận lầm nầy ta chắc chắng thông đc ngươi. .HẾT.
0,
0,"đọc giả : nếu như không vẽ mụn thì thế nào 
tác giả said: thì tao sẽ chìu tụi bây :V "
0,nhìn rồi mà :)))))) điêu quá
0,thật ra ý nó là nhìn mặt đối mặt nhưng tiếc là chỉ có thể mặt đối đất thôi :D
0,Thế là đón đc con vợ cả Tô Nhan rồi. Về chọc tới nóc :)))))
1,vậy hả thằng mặt cặc ngu lồn
1,"TAO BIẾT LÀ THẰNG (YS) ĐẦU BUỒI VÀ (HỘI THƯỢNG ĐẲNG) LÀ LŨ CHÓ CỦA NHÓM NETTRUYEN. ĐỊT CON MẸ MÀY ĂN CẮP TRUYỆN NGTA XONG RẢNH QUÁ. LÀM TRÒ BẨN CHỬI, SỈ NHỤC NGƯỜI KHÁC ĐỂ TĂNG TƯƠNG TÁC CHO WED HẢ. CÁI LOZ CON MẸ M LUÔN"
1,máy dập bến tre sao lại ở đây =))
1,Fan rách sủa cái con cặc
1,Cho hoi chap nao a khai cuoi vo v aj
0,Truyện còn dài lắm 5000 chap kể từ time này nữa đợi vài năm thôi
1,rồi đến lúc nó địt con chim của mình 
0,câu nói mang nhiều ý nghĩa đấy anh bn
1,Não mày chỉ nghĩ đến địt thôi hả? Buồn thật
0,:))
0,"tư chất của main cũng bá đạo quá nhỉ
luyện hoá đc cửu phẩm tài nguyên ( bất lão thụ) ( có khi hơn cửu phẩm )
ng luyện hoá đc lục phẩm đã gọi là thiên tài rồi còn thất phẩm thì gọi là thiên tài 1000 năm vạn năm có 1 rồi🤣
mà main thì quất đx luôn cửu phẩm 
 tu vi : phản hư-> hư vương(1-3 tầng)-> đạo nguyên(1-3 tầng)-> đế tôn (1-3 tầng)-> khai thiên ( 1-9 phẩm )-> tạo vật"
0,Bá cái qq toàn bộ may mắn đọc lại chap đi nếu ko có sách đen sao main mạnh đc
0,Để Não To + Lucky Vô Cực = Anh Trùm Truyện
0,Càng bá xem càng cuốn
0,Nhặt được thần thông của thằng khai thiên kêu ko bá cũng chịu
0,Cái vụ bất lão thụ thg main nó bị Ma Thần cho nỗ banh xác mới biết đường luyện hoá chứ có phải ko đâu
0,nói chung nhg gì main có là do tg hết nói nhìu
0,Ae sau hàng tỉ năm đọc tu tiên mik rút ra là kỉ thuật chăm chỉ éo quan trọng chỉ cần máy mắn là có tất cả!!! Vs: main là thằng phế vật thua liên tục chăm chỉ nhưng vẫn thua gặp đc kì ngộ xưng bá thiên hạ
1,Địt mẹ mày con chó ăn cứt
1,Trẻ trâu chết mẹ ko hết từ ys gank(có 2 thằng mik nói thằng hay sủa chửi)đến thằng khác đúng là ngáo lol bọn nhóc này ko đọc truyện chửi bố m lm j v trời tội nó 1 kiếp FA chán lên đây chửi à
0,Tất nhiên cần sức chịu đừng  chăm chỉ tu luyện nhưng tất yếu là may mắn
1,Địt mẹ mày con chó ăn cứt
1,cái địt 
1,Địt mẹ mày con chó ăn cứt
0,Dương Viêm ngụy đế là tinh chủ của tinh cầu nào thế mấy bác !
0,Quản lí mấy cái tinh vực luôn
0,k phải tinh chủ thì phải
0,"Bộ coi hình ko đọc à Dương viêm là Đại đế chủ tinh vực main đg ở,Tinh Vực là 1 Cái Vòng Xoay Thiên Hà trong Đó Cả Tá Hành Tinh"
0,nói gọn là chủ của dải ngân hà
0,Là tinh không đại đế thì chắc là nó ôm cả tinh không rồi. Như kiểu 1 ngân hà ý. E mạnh dạn đoán vậy
0,Mất nick fb đọc mà nó sầu haiz
0,Share Link bậy à
0,a bạn à chúng ta giống nhau đó tôi cx mới mất nick fb xong
1,Địt mẹ mày con chó ăn cứt
0,"Ae có thể giới thiệu bộ tương tự bộ này, hoặc bộ hay mà trên 1000 chap ko? Nếu có mong ae giới thiệu giùm mik;("
0,hiếm có bộ phát triển đều như bộ này lém bạn ey
1,Đit cụ main luyện luc mạch thần kiếm kìa
1,Địt mẹ mày con chó ăn cứt
0,Cắn nhanh đây ờ mây zing gúp chốp em
1,Thằng lozz johnny sins rẻ rách
0,Tự comment tự chửi??? Bộ tấu hài à🙂🙂🙂
1,Bị thiểu năng😂
1,truyện có mấy cảnh djt nkau hun nkau không:3
1,Máy mẹ luôn
1,lần đầu thấy YS gank team nt đoàng hoàng
1,Không cút mẹ vào hen mà đọc
0,CÓ RẤT NHIỀU LÀ ĐẰNG KHÁC
0,"Chứ từ từ thưởng thức đi , dục tốc bất đạt , có nhiều cảnh lắm"
0,chap mấy là tô nhắn gặp lại a main quên r mấy thím
1,Lịt pẹ đi mà tìm
0,Nhớ sơ sơ hình như chap ấy đc thg đệ đệ tô nhan dẫn về rồi bị đóng băng tới sáng luôn
0,hay các bạn à mình sẽ thử thách 5 ngày đọc xong truyện nhé
0,T đọc 6 ngày đc hơn 1k chap rồi
0,tôi vừa đọc 2 ngày 1 đêm được 815 chap rồi
0,4 day 1 đến max chap
0,h đọc lại tự dưng thấy con huyết thị vũ tiên xinh vl ae ạ
1,Địt mẹ mày con chó ăn cứt
1,2 tay bóp vú ditme làm mất.chuỗi của bố cay thế nhờ
0,Chx tháng 11 mà b:))
1,Địt mẹ mày con chó ăn cứt
1,Có chym thì đụ . Không có cung đụ lol mẹ tụi ở cmt ở dưới
1,Địt mẹ mày con chó ăn cứt
0,"Tô Nhan hiền vl, gặp Phiến Khinh La hay Tuyết Nguyệt nó xẻo mẹ chim :))"
0,"Thí chủ nói quá chuẩn
 "
1,Địt mẹ mày con chó ăn cứt
0,ngọc như mộng gắt hơn nữa🤣
0,ae truyện chữ cho hỏi chương bn gặp cơ dao
0,Đợi vài tháng đi :))
1,Địt mẹ mày con chó ăn cứt
0,Chap 2563 là lần đầu main gặp Cơ Dao
0,Ng ae cho xin tên tất cả vợ a Khai đc k
0,
1,Thằng Y + Ys ăn cứt
1,"=)) bọn sủa kia đâu r, chịch chó cái nhiều quá riết nghiện à =))
lm nhiều quá nên thành chó đi sủa khắp nơi ak"
1,sủa hay đấy con chó ăn cứt
0,Dương Viêm trước đây từng có chồng và người yêu chưa? Một người phụ nữ mấy ngàn năm tuổi mà chưa có tình cảm với nam nhân nào thì nghi lắm?
1,có con đĩ mẹ m đó con chó ăn cứt
1,Một ngày con chó cái Yuki Rama quan hệ tình dục với mẹ của nó mấy lần?
0,"Hai mẹ con nó đều là chó cái, không thỏa mãn được nhau, nên đó là nguyên do nó phải mua nhiều chó đực, đúng không?"
0,nó có thik 1 ng nha nhưng chx từng có chồng hay ny mà cu khai cx ko với tới đâu với sau gặp lại thì coi như bn thôi
0,Người bapnj mapf nó nhắc đến đấy nó thương thằng đấy nên khai không có cửa
0,từ đây qua truyện chữ là chương bao nhiêu thế ae
0,1k5 mấy ko nhớ
0,1665
0,Ảnh bìa của thần tiên hội cuối chap là truyện gì v mng :))
0,Thánh tổ nha bạn
0,"Ơ định mênh, nhớ là con chim lửa hóa thân ra dạng loli từ lần này chứ, hay là lần sau nhỉ?"
0,sau lên map ms up thành loli
0,Lúc thành loli là lúc hấp thu huyết mạch phượng hoàng ở tinh giới
0,Lần sau ông ơi. Ăn dc cái linh khôi thiên khôi gì đó
1,Triệu hồi thg loz YS fake đú mấy thg súc sinh mới lớn =))
0,Bonk cái nát đầu :]]]
0,Khi thằng khai đột phá hư vương chất trấn đọng ko giai quá
0,Có Chap Nào có Cảnh D*t nhau hk mk chỉ mình với
0,Yasuo cùng ta solo đi
0,94 :>
0,Chuyện đóe gì toàn mang tính chất khiêu khích với mấy thằng FA ko  chú Dương Khai này phịch éo có tuổi main trong chuyện thái cổ long tượng quyết đâu nhé
0,Xin các đạo hữu truyện có nam9 là máy khâu xin cảm ơn:))
0,cả ba về một nhà đc của nó
0,một ô nhiều chữ vl
0,tội quá dị. M ngu qua con chó à. Nên mới dị hả
0,Dương khai có thể chất gì v
0,Phế thể
1,YS im cái mỏ lol m ik con tó à
0,Lưu viêm nhìn kì quá k bt nó vẽ TNT MTT cửu phượng Lam huân ra sao nx
0,dẫn tô nhan về tông môn để three some với tiểu sư tỷ 
0,Máy dập dập liên tục
0,"không, là đợi đón nốt phiến khinh la vs tuyết nguyệt về fivesome"
1,"truyện có ntr k 
các cao nhân bảo với"
1,Ko có ntr nha bạn
1,truyện có ntr k ae
1,Ko có ntr nha bạn
0,Cho xin truyện có nam9 giống nữ ngoài sinh hoạt của võ đế sau khi ẩn cư
0,luyện khí 3000 năm
0,
1,Mày chỉ dc cái ăn bỏng thôi à ?
0,"Tô nhàn từ đây đi theo main luôn à , có ở cố định tông môn nào k"
0,về u ám tinh . xong cu Khai lại tiếp tục hành trình máy địt
1,"Á à lại con chó ys này, tối quá t đjt mẹ mày nát lồn rồi ko đi chăm sóc đi à. Tội nghiệp thằng bố mày bất lực quá"
0,khi nào a main lên hư vưởng cảnh z
0,lâu
0,"Sắp rồi bro 
Cx cb phịch mấy em kia lun"
0,Các bác cho em hỏi truyện có cái chén thôn phệ kim loại là truyện gì ạ ?
1,Ơ địt moẹ ms đọc xog 'vạn cổ đệ nhất tế ' gặp nhau là duyên phận
0,Vạn cổ đệ nhất tế
0,Vạn cổ đệ nhất tế
0,vạn cổ đệ nhất tế
0,Vạn cổ đệ nhất tế
0,:v
0,uống paracetamol chưa nà
1,YS Gank Team giúp m bằng cách ỉa lên đầu m
1,uống cái l*n mẹ mày
1,uống cái lồn mẹ mày ý súc vật
0,hello mn
1,"Đĩ mẹ m sao r , lồn bớt đau chưa, cho cha giã tí nào"
1,lô cái lồn mẹ mày í thằng chó rách
0,Hello
1,Con chym mà k có chym kkk
1,có cái lồn ý
0,Cơ dao đâu ae
1,goy xong . máy địt DK lại có việc để làm 
0,"tiếp theo có j đặc sắc không mọi người, tô nhan cũng gặp r, lạc hải cx bị gõ chết, h còn ai dám lm j nó nx k?
hay là chuẩn bị gặp ông già  hư vương tầng 3 lúc mới đến tinh không, quỷ tổ h đs??"
0,Haizz phượng hoàng ngầu ngầu của t 😂
1,phượng hoàng có cái lồn ý
0, hm?
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Xin lỗi hoặc ..... CHẾT
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,quả đi cứu vợ hết nửa truyện từ đầu đến giờ.
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,gô gô gô đầu moi
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,đù idol t
0,quả này nuôi ong tay áo rồi.
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Sao ko cho bé phượng hoàng thành loli nhỉ chứ nhiều em to vcl r kiếm 1 em loli khó
0,Phải lần sau mới thành loli còn lần dung hợp thân thể song hóa thành phượng hoàng tộc
0,Sau lưu viêm có cơ thể linh khôi thành loli nhé bạn
0,Do tác giả thích hàng to 
0,Loli là map sao sau khi gặp cái tông môn chuyên chết tạo con rối mới có thần hình loli
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,có loli r đó nhưng chưa thuần phục thôi đạo hữu ạ về sau sẽ bt
0,mai sau sẽ có
0,tập này hentai trá hình à? 
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Yolooooooo hú!!
1,"Sủa hay lắm, đúng là một con chó ngoan"
1,Spoil cho ae Chap sau anh khai địt con chim Lưu viêm nha
0,K spoil thì đa số ae cx đoán đc kkk:))
1,"Sủa hay lắm, đúng là một con chó ngoan"
1,xàm lìn
0,Cảm giác bị chính con chim của mình phản bội 
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Khi biến thành Loli chắc giống Mạt Ly
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Đợi ngày pet tiến hóa thành tóc đỏ Loli
0,E bán oi bao nhiêu ngày ra chap vậy bạn
0,ừ lúc đấy nó còn điều khiển dc con rối nx
0,BB => loli tiến hóa ngược à
0,rồi gọi thằng cu khắm là cha rồi bị phiến khinh la trói lại chửi cho trận rồi 2đứa tụi nó ấy ấy nhau chứ j
1,Im mồm đi
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Đợi ngày pet tiến hóa thành tóc đỏ loli
0,BB chứ loli cái gì
0,"Sau này lên tinh giới kiếm đc cơ thể khôi lỗi dung hợp thành dạng loli nhé, bây giờ vẫn là năng lượng hóa hình thôi"
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,Bị con chim bóc phốt nhục vl =)))))
1,"Sủa hay lắm, đúng là một con chó ngoan"
0,"mấy ông ko nên mong chờ quá vào con hỏa điểu này, do trong số thê tử và hồng nhan của cu khai ko hề thấy nhắc tới, ko biết có phải do quên hay ko nhưng khả năng cao thì ko chén đâu"
0,sau này nó tiến hoá thành bé loli nha
0,"ko có chén đâu, a khai hồng nhan tri kỉ nhiều vl"
1,"Tô Nhan xấu vãi l, thề, quốc sắc thiên hương thì cả quốc gia đấy gái đéo có con nào xinh đâu, thất vọng vl, 1 góc con vợ 3 đéo bằng, chắc đc 3/4 con vợ 2"
0,do nó vẽ xấu thôi
0,câm mõm cờ hó ăn cứt của mày vào đê
0,đọc lại từ đầu đi lúc đầu vẽ đẹp hơn
0,Lúc đầu tầm 100-200 chap còn thấy nó đẹp giờ thấy nó xấu nhất đám vợ main
0,Do đây là manhua nên nét vẽ vậy thôi chứ mà là manga thì các ông lại chả đòi đập chậu cướp hoa ngay
0,"Quả truyện cứ dịch chuyển quài luôn đấy 
:V gặp đel đc bao nhiêu chap mà mỗi lần đi tìm ng là hơn trăm chạp"
0,Các bác giới thiệu cho tôi vài bộ tu tiên main mạnh lên từ từ với có não với
1,Chỉ có địt con mẹ m thôi mới mạnh đc
0,Ké
0,Phàm Nhân tu tiên bác ơi
0,đại quản gia là ma hoàng nha bạn bộ nay chương nào đọc cũng phê
0,
0,Ah khai thiệt là ngầu 😎 vớ dc của nợ mạnh hết chỗ chê
0,Vãi thật
0,"Sư Tổ Băng vân theo miêu tả trong truyện chữ đẹp bằng Tô Nhan luôn nhé, khí chất giống Tô nhan luôn, main nhìn Băng vân bọ đứng hình luôn ấy. Tiếc là main chỉ hốt em Tam trưởng lão cơ dao thôi, hốt luôn sử tổ thì ngon"
0,cơ dạo khi nào mới gặp được vậy huynh đài
0,"S k thấy nhắc đến cơ dao nhỉ,chưa gặp đúng k"
1,"Nói luôn , nó chịch dạo bao con rồi :)))"
0,vài tháng nữa lại thêm con rồng rồi con ma thánh nữa
0,ơ kìa nó là con gái à ._.
0,Bất nam bất nữ
0,"n 3^o7 !
ông nào dùng điện thoại lật ngược lại còn dùng máy tính thì ờ..."
0,Có lẽ sau này người đá cũng biến hóa chăng 🤔
0,Tôi đọc cũng hơn 50 truyện rồi nhưng chưa thấy cục đá nào bt biến thành người có da có thịt cả
0,tôn ngộ không đó :))) biết đâu mốt nó thành tôn ngộ không thì sao :))
0,ng ddas sau khi lên tinh giới đc con nhỏ tên trương nhc tích cho cắn căn ng của thánh linh thạch hoả tién hoá thành ng đá có giấp dungt nham
0,Thế ông chưa đọc tôn ngộ không à
0,
0, đậu hũ kìa
0,Tiêu Viêm của bộ Đấu phá thương khung
0,đậu xanh
1,Vừa tìm dc con vợ đã d*t r dell hiêu kiểu gì :D
0,Nhất Khai rồi đấy. Lặt nhẹ con pet cx đc vợ
0,Điều này hãy đến hỏi đệ ta sẽ hiểu
0,Đù con pet chất lượng hơn cả tô nhan nữa
0,Phi thuyền của Dk đẹp thế mà phi thuyền của người khắc xấu ko chịu đc bất công
1,Thịt con pet là rồi
1,Rồi có chịch luôn em pet không
0,1 con pet chất con mẹ nó lượng
0, Lưu VIêm vẽ còn ngon hơn cả Tô Nhan  Đậu xanh tác giả.
0,Đẹp nhưng không ăn được 
1,Sủa ngh vậy con chó
0,Ngon hơn hay ko thì anh dương (vật) khai cũng húp hết
0,Đù chất lượng ước có con pet đấy nhất a khai nhá
0,các ae cho hỏi tiêu viêm là của bộ nào vậy
0,Đấu phá thương khung
0,Đấu phá thương khung
0,Đấu phá thương khung nha bạn
0,đấu phá thương khung
0,là bộ đấu phá thương khung
0,đấu phá thương khung nhé khá hay
0,Đấu phá thương khung đù mé mày óc v
0,Hình như đấu khá thương khung
0,đấu phá thương khung nhé bạn
0,Đấu phá thg khung thì phải
0,Đấu phá thương khung
0,bên đấu phá thương khung
1,"ảo vãi lồn,địt mẹ nó ảo đéo tả nổi"
1,"truyện sau dark vc, để con phiến khinh la có thể chịch mà thằng main tìm đại 1 con nhỏ vô tội để làm vật chứa, cưỡng chế rút hồn con nhỏ ra rồi nặn lại cơ thể y như con phiến khinh la, tất cả để thỏa mãn dục vọng của thằng l main"
0,
1,não m chắc chỉ như não chó nên mới spoil câu chuyện của riêng con chó là mày
1,Spoil tào lao cái con mẹ mày à cái thứ chó đẻ trâu sanh?
1,sủa hay lắm con chó ăn cức
1,"Thằng ngu, main chữa hết độc cho pkl rồi"
1,Th main bị bóc phốt 
1,"Alo e tôi tìm đc thg Ys r
Thg này tên kiều hương ak"
0,Quần áo đâu ra vậy tác giả vẽ cx phải chính xác một chút chứ
1,"https://manga/pk.com/the-kings-avatar-806-ref-548
mn xóa / ở giữ manga vs pk r vô giúp em ạ
mà truyênj này s ra nhanh dữ dậy @@"
0,Đọc từ đầu lâu ko z
0,Con người đá màu vàng đâu anh em nhỉ?
0,truyện chữ ra hết chưa mọi người
0,Truyện chữ mới hơn 6k chương à còn dài lắm =))
0,Tôi vẫn tự hỏi lão ma đầu theo dương khai đi đâu mẹ rồi
0,Mlem thế
0,Quay về đại lục mà quên mất địa ma luôn à
0,tui cũng đang kiếm ổng
0,"Đúng là truyện vẽ tốt,đông người coi thì mới có số lượng chap khủng như vậy
Có lẽ sẽ quét sạch truyện chữ cũng không biết chừng"
0,dm phượng hoàng khoả thân cơ mà :((((((
0,
0,Truyện tranh phải vẽ vào ko pay mẹ truyện 🐧
0,"Sao đọc truyện chữ miêu tả Băng Vân ngoại hình cỡ 18 tuổi, có vẻ đẹp điên đảo chúng sinh, cho dù là 1 lão già đã từ bỏ dục vọng thấy băng vân cũng phải nảy sinh ham muốn. Mà vô truyện tranh vẽ nhìn lớn tuổi chứ có giống 18 đâu, mặt cũng bình thường đâu đến mức đẹp như truyện chữ "
0,"Tác giả thích thì mô tả vậy thôi chứ thể hiện ra tranh thế méo nào được, nếu mà thể hiện hoàn toàn ra được thì phụ nữ trên toàn thế giới kéo nhau đi phẫu thuật chỉnh hình cho giống xong đàn ông thì nứng vô tội vạ rồi dân số tăng cao, đạo đức vứt xó , cả tinh cầu toàn mùi tinh dịch chứ còn à"
0,"do thèn vẽ thôi bâng vân đúng là truyện chữ diễn tả vẻ đẹp băng thanh ngọc khiết đẹp ko tỳ vết
với do thèn vẽ bẩn như phiến khinh la trong truyện tuy tu mị thuật cầm quạt vẽ thác loạn nhưng mặc đồ rất kín đáo vô truyện tranh ...."
